PLBY,WLBY,PLBW,WLBW,PLB,WLB,PLBYW,WLBYW
1.357466063,4.146919431,0.376647834,0.636942675,0,1.035781544,7.692307692,8.460754332
3.746770026,2.465986395,0.959692898,2.225519288,0.427350427,6.281833616,19.13303438,2.705749718
3.537735849,3.091060986,0.447427293,0.917431193,0.678195999,0.508474576,4.480874317,20.38088874
